degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
BCA,Computer Science,8.1,83.5,76.3,"REST APIs, PostgreSQL, MongoDB",12,Backend Developer
MCA,Computer Science,6.07,72.5,94.9,"Node.js, FastAPI, GraphQL, Python, Java, SQL, Django, MongoDB",1,Backend Developer
B.Com,Economics,9.28,87.4,87.4,"Copywriting, Digital Marketing, Social Media, Content Strategy, SEO",2,Marketing Specialist
BBA,Business Administration,8.77,84.0,78.9,"Data Visualization, Power BI, SQL, Market Research, Process Improvement, Tableau",12,Business Analyst
B.Com,Economics,8.67,84.0,95.5,"Google Analytics, Content Strategy, Social Media, Copywriting",5,Marketing Specialist
B.Sc,Design,7.85,83.3,79.8,"Prototyping, Figma, User Testing, Wireframing, Adobe XD, Design Systems, UI/UX",3,UX Designer
BCA,Computer Science,7.5,79.3,65.3,"Python, GraphQL, SQL, FastAPI, PostgreSQL",0,Backend Developer
B.Tech,Finance,9.27,84.4,84.5,"Roadmapping, Jira, Market Research, Scrum, Stakeholder Management, Product Strategy, Agile",2,Product Manager
M.Tech,Computer Science,6.09,73.7,70.2,"Data Analysis, Scikit-Learn, NLP",13,Data Scientist
BA,Communications,9.68,66.4,85.6,"Copywriting, Social Media, Digital Marketing, SEO, Google Analytics, Content Strategy",8,Marketing Specialist
B.Tech,Computer Science,9.73,84.5,69.5,"REST APIs, Docker, MongoDB, FastAPI, Java, GraphQL",5,Backend Developer
M.Tech,Electronics,8.12,85.8,69.0,"Kubernetes, Terraform, Jenkins, Linux, AWS, CI/CD, Docker",10,DevOps Engineer
M.Tech,Information Technology,9.29,84.7,87.6,"SQL, MongoDB, Django, REST APIs, FastAPI, GraphQL, Node.js",2,Backend Developer
B.Com,Marketing,9.68,78.5,91.8,"Copywriting, Google Analytics, Social Media, SEO, Digital Marketing",2,Marketing Specialist
M.Tech,Information Technology,7.71,86.1,90.0,"CI/CD, AWS, Kubernetes",1,DevOps Engineer
MBA,Marketing,6.1,77.4,71.6,"Scrum, Product Strategy, Stakeholder Management",2,Product Manager
BBA,Communications,7.61,76.4,79.5,"Copywriting, SEO, Google Analytics, Content Strategy, Social Media, Digital Marketing",0,Marketing Specialist
BCA,Computer Science,7.24,79.6,73.8,"Vue, CSS, Tailwind, TypeScript, Next.js",11,Frontend Developer
M.Tech,Information Technology,7.21,80.2,83.9,"Node.js, REST APIs, Docker, Python",2,Backend Developer
B.Tech,Information Technology,8.21,79.2,77.8,"Market Research, SQL, Process Improvement, Power BI, Tableau, Data Visualization",1,Business Analyst
MBA,Human Resources,8.08,65.2,87.7,"Communication, Talent Acquisition, Employee Relations, Onboarding, Recruiting",13,HR Manager
MBA,Finance,8.14,70.4,84.9,"Market Research, Stakeholder Management, Roadmapping, Scrum, Product Strategy, Jira, Agile",8,Product Manager
BA,Design,6.81,87.5,71.9,"Adobe XD, Design Systems, User Testing, Prototyping",6,UX Designer
MCA,Computer Science,6.91,70.4,78.0,"Jenkins, Linux, Docker, Kubernetes",15,DevOps Engineer
B.Com,Communications,9.49,85.5,88.4,"Copywriting, Content Strategy, Digital Marketing, SEO, Social Media, Google Analytics",3,Marketing Specialist
BBA,Human Resources,6.69,84.0,73.3,"Employee Relations, Communication, Onboarding",0,HR Manager
M.Tech,AI,6.53,96.7,81.3,"Python, C#, Algorithms, Go",10,Software Engineer
MBA,Accounting,9.2,87.8,69.2,"Accounting, Advanced Excel, GST, Tally, Auditing, Finance",1,Accountant
BA,Economics,6.11,88.6,78.0,"Copywriting, Social Media, SEO, Google Analytics, Digital Marketing, Content Strategy",4,Marketing Specialist
BA,CS,7.87,80.4,72.2,"UI/UX, Prototyping, Design Systems, User Testing",1,UX Designer
B.Tech,Information Technology,8.12,66.7,77.5,"MongoDB, Docker, Python, Django, PostgreSQL, Node.js",0,Backend Developer
B.Sc,Computer Science,9.13,86.1,91.1,"Next.js, Vue, CSS, Angular, JavaScript, HTML, Tailwind",4,Frontend Developer
M.Tech,Artificial Intelligence,6.63,80.0,69.5,"Python, Deep Learning, Statistics, Scikit-Learn, Pandas",15,Data Scientist
M.Sc,Data Science,6.73,81.8,97.4,"Python, SQL, Deep Learning",10,Data Scientist
M.Tech,Information Technology,6.4,95.5,97.4,"Node.js, MongoDB, Docker, Django, Java, PostgreSQL, SQL, FastAPI",13,Backend Developer
MBA,Finance,8.28,88.3,79.1,"Finance, Auditing, GST, Advanced Excel, Accounting, Tally",12,Accountant
M.Com,Finance,6.54,78.8,93.8,"GST, Finance, Tally",4,Accountant
BA,Design,6.6,83.1,88.2,"UI/UX, User Testing, Wireframing, Prototyping, Figma, Adobe XD, Design Systems",8,UX Designer
BBA,Information Technology,8.14,76.2,73.3,"Power BI, Market Research, Process Improvement",0,Business Analyst
BCA,AI,8.67,75.0,81.4,"System Design, C#, Go, C++, Algorithms, Data Structures",2,Software Engineer
BBA,Finance,6.78,82.4,83.0,"Process Improvement, SQL, Market Research, Data Visualization, Power BI, Tableau",7,Business Analyst
MCA,Computer Science,9.75,71.6,88.9,"Pandas, Machine Learning, Deep Learning, Python, SQL, Scikit-Learn, Statistics",11,Data Scientist
Diploma,Information Technology,8.61,85.6,83.7,"Next.js, Vue, React, HTML, JavaScript, TypeScript",12,Frontend Developer
MCA,Computer Science,6.77,91.5,66.7,"Django, Docker, Java",1,Backend Developer
B.Com,Finance,6.03,78.8,76.8,"Advanced Excel, Auditing, Tally",5,Accountant
B.Com,Economics,8.86,76.8,81.3,"Google Analytics, Social Media, Copywriting, Content Strategy, Digital Marketing",1,Marketing Specialist
BBA,Marketing,7.28,91.0,78.7,"Scrum, Roadmapping, Jira, Product Strategy, Agile, Stakeholder Management",8,Product Manager
BBA,Finance,7.45,73.4,68.5,"Scrum, Roadmapping, Market Research",2,Product Manager
MCA,Information Technology,8.32,95.8,65.2,"Jenkins, Linux, Terraform",14,DevOps Engineer
BA,CS,9.3,89.1,79.9,"User Testing, Prototyping, Figma, UI/UX, Adobe XD, Wireframing",3,UX Designer
MCA,Computer Science,6.23,66.5,87.9,"MongoDB, FastAPI, Java, SQL, Django, REST APIs, Docker",1,Backend Developer
BA,Human Resources,6.26,73.9,84.1,"Communication, Onboarding, Talent Acquisition",9,HR Manager
B.Tech,Information Technology,9.76,83.3,68.6,"Docker, Django, FastAPI, Java, GraphQL, PostgreSQL, REST APIs",5,Backend Developer
M.Tech,Computer Science,8.86,77.5,87.8,"REST APIs, Python, Docker, SQL, Java",9,Backend Developer
PhD,Artificial Intelligence,9.15,90.1,66.5,"NLP, SQL, Pandas, Python, Data Analysis, TensorFlow",10,Data Scientist
B.Tech,Computer Science,7.34,82.5,97.2,"Django, MongoDB, FastAPI, Java, REST APIs, Python, Node.js, GraphQL",2,Backend Developer
B.Sc,Design,7.19,66.3,68.2,"Tailwind, React, TypeScript",11,Frontend Developer
B.Com,Economics,9.63,68.8,75.2,"Social Media, Google Analytics, Copywriting, Content Strategy, Digital Marketing",8,Marketing Specialist
M.Tech,Computer Science,9.19,75.6,86.2,"Python, PostgreSQL, Django, Java",12,Backend Developer
BBA,Human Resources,9.69,79.2,89.3,"Talent Acquisition, Employee Relations, Recruiting, Onboarding, Communication",5,HR Manager
BBA,Business Administration,9.53,71.9,93.0,"Talent Acquisition, Communication, Employee Relations, Onboarding",7,HR Manager
B.Sc,Information Technology,9.73,82.5,94.5,"UI/UX, User Testing, Design Systems, Figma, Adobe XD, Prototyping",12,UX Designer
M.Tech,AI,7.57,83.1,92.6,"C#, Algorithms, Rust, Python, Git, Data Structures, Go",15,Software Engineer
MBA,Business Administration,8.37,96.2,65.9,"Jira, Agile, Stakeholder Management, Market Research, Roadmapping, Product Strategy",15,Product Manager
MBA,Marketing,9.13,93.8,88.6,"Stakeholder Management, Product Strategy, Roadmapping, Jira, Scrum, Agile, Market Research",11,Product Manager
MBA,Communications,6.27,91.1,78.9,"Digital Marketing, Google Analytics, Social Media, Copywriting, Content Strategy, SEO",6,Marketing Specialist
B.Sc,CS,7.95,76.6,67.1,"User Testing, Adobe XD, Figma, Prototyping, Wireframing, Design Systems, UI/UX",7,UX Designer
B.Com,Finance,9.14,71.9,73.7,"Finance, Auditing, Advanced Excel, Accounting, Tally",8,Accountant
B.Com,Marketing,6.3,72.8,78.2,"SEO, Content Strategy, Copywriting, Digital Marketing, Social Media, Google Analytics",1,Marketing Specialist
MBA,Finance,9.53,86.4,82.8,"Product Strategy, Roadmapping, Scrum, Jira, Stakeholder Management, Market Research, Agile",7,Product Manager
BBA,Information Technology,7.47,90.1,96.9,"Data Visualization, SQL, Process Improvement, Tableau",0,Business Analyst
B.Tech,Information Technology,7.47,85.0,72.6,"C#, Python, Git, System Design, C++, Algorithms, Data Structures",4,Software Engineer
BA,Business Administration,6.17,81.2,80.2,"Onboarding, Talent Acquisition, Recruiting, Communication, Employee Relations",9,HR Manager
MCA,Computer Science,6.9,68.4,70.6,"REST APIs, Docker, Python, Django, SQL",11,Backend Developer
B.Sc,Information Technology,8.57,66.1,69.2,"Wireframing, Adobe XD, Figma, Design Systems, UI/UX",1,UX Designer
BBA,Human Resources,7.4,81.8,71.9,"Onboarding, Communication, Employee Relations, Recruiting, Talent Acquisition",1,HR Manager
B.Tech,Information Technology,9.23,71.5,82.7,"AWS, Terraform, Jenkins, Docker, Linux, CI/CD",7,DevOps Engineer
MCA,AI,9.34,79.9,79.7,"Go, C++, Java, Algorithms, Data Structures, Python",14,Software Engineer
MBA,Finance,7.95,73.7,97.2,"Stakeholder Management, Jira, Scrum, Product Strategy, Agile",13,Product Manager
B.Tech,Computer Science,6.83,69.4,75.5,"Terraform, CI/CD, Kubernetes, AWS, Jenkins, Docker",3,DevOps Engineer
BBA,Marketing,8.29,88.2,69.9,"Social Media, Google Analytics, Digital Marketing, Content Strategy, SEO",7,Marketing Specialist
B.Sc,CS,7.26,77.2,88.3,"User Testing, Adobe XD, UI/UX, Figma, Prototyping, Wireframing",4,UX Designer
BBA,Business Administration,9.25,89.3,67.3,"Tableau, Power BI, Data Visualization, Process Improvement",5,Business Analyst
B.Tech,Finance,9.46,74.9,91.2,"Tableau, Market Research, SQL, Process Improvement, Data Visualization, Power BI",7,Business Analyst
MCA,Computer Science,9.5,81.1,89.4,"AWS, Kubernetes, Linux, Terraform, CI/CD, Docker, Jenkins",2,DevOps Engineer
B.Tech,Information Technology,9.41,67.5,86.9,"REST APIs, Python, Java",6,Backend Developer
MBA,Accounting,7.47,94.3,88.3,"GST, Accounting, Tally, Advanced Excel, Auditing, Finance",14,Accountant
MBA,Business Administration,8.04,74.5,86.0,"Onboarding, Recruiting, Communication, Talent Acquisition, Employee Relations",4,HR Manager
M.Tech,Artificial Intelligence,7.43,80.2,84.8,"Scikit-Learn, Python, Deep Learning, Data Analysis, NumPy, Pandas, Machine Learning, SQL",7,Data Scientist
BCA,Computer Science,9.48,74.2,91.8,"Java, REST APIs, GraphQL",0,Backend Developer
MBA,Business Administration,9.69,83.3,94.4,"Jira, Agile, Scrum, Roadmapping, Market Research, Product Strategy, Stakeholder Management",6,Product Manager
MBA,Accounting,7.24,86.0,74.1,"Advanced Excel, Auditing, Accounting",2,Accountant
MCA,Computer Science,9.24,95.0,79.3,"Docker, Jenkins, Terraform, Kubernetes, AWS, Linux, CI/CD",3,DevOps Engineer
B.Tech,Computer Science,8.16,90.8,76.8,"GraphQL, SQL, Docker, Java, Django, Node.js, Python",10,Backend Developer
M.Tech,Information Technology,7.13,66.5,72.1,"Java, FastAPI, Docker, PostgreSQL, SQL, Django, Python",15,Backend Developer
BBA,Human Resources,9.16,90.8,73.9,"Onboarding, Communication, Recruiting, Talent Acquisition",4,HR Manager
MBA,Information Technology,7.14,89.9,96.6,"SQL, Tableau, Market Research, Power BI, Data Visualization, Process Improvement",5,Business Analyst
B.Sc,Information Technology,6.35,73.6,90.8,"CSS, Angular, Tailwind, React, JavaScript, Next.js, HTML, TypeScript",7,Frontend Developer
BA,Business Administration,7.1,84.2,74.4,"Onboarding, Employee Relations, Recruiting, Communication, Talent Acquisition",7,HR Manager
B.Com,Economics,8.65,91.5,81.6,"Social Media, Content Strategy, SEO",0,Marketing Specialist
M.Tech,Computer Science,7.23,96.0,73.3,"Algorithms, Python, C++",8,Software Engineer
BBA,Human Resources,6.37,85.3,78.4,"Recruiting, Communication, Employee Relations, Talent Acquisition, Onboarding",8,HR Manager
Diploma,Information Technology,7.54,83.1,92.6,"Angular, Tailwind, TypeScript, HTML",2,Frontend Developer
MCA,Computer Science,7.54,66.7,71.4,"Node.js, REST APIs, MongoDB, Java, Django, GraphQL, FastAPI, Python",9,Backend Developer
M.Tech,Information Technology,7.1,70.1,78.3,"Python, REST APIs, Java, PostgreSQL, Docker, Django, FastAPI, MongoDB",1,Backend Developer
MCA,Computer Science,7.61,73.2,93.0,"Data Structures, C#, Java, Git, Python",3,Software Engineer
MBA,Business Administration,6.5,86.9,66.6,"Roadmapping, Stakeholder Management, Scrum, Agile, Product Strategy",3,Product Manager
BBA,Business Administration,6.97,75.1,72.4,"Process Improvement, Market Research, Data Visualization, SQL, Power BI, Tableau",1,Business Analyst
BA,CS,9.63,68.9,72.1,"Wireframing, UI/UX, User Testing, Prototyping",3,UX Designer
M.Com,Finance,6.71,78.2,90.5,"Auditing, GST, Finance, Accounting, Advanced Excel, Tally",4,Accountant
M.Com,Finance,7.63,73.8,89.6,"Tally, GST, Advanced Excel",11,Accountant
M.Com,Accounting,8.36,92.4,76.8,"Advanced Excel, Auditing, Tally, Finance, GST, Accounting",12,Accountant
MCA,AI,7.26,93.0,73.8,"System Design, Rust, Data Structures, Go",15,Software Engineer
MCA,Information Technology,7.58,68.5,80.6,"FastAPI, PostgreSQL, Python, GraphQL",4,Backend Developer
Diploma,CS,8.73,87.0,76.2,"Wireframing, UI/UX, Design Systems, Prototyping, Adobe XD, User Testing, Figma",8,UX Designer
MBA,Finance,6.95,74.6,94.0,"Auditing, Finance, GST, Advanced Excel",13,Accountant
BCA,Computer Science,8.44,93.5,88.0,"Node.js, REST APIs, Docker, FastAPI, PostgreSQL",6,Backend Developer
BA,Information Technology,7.25,89.7,73.1,"UI/UX, Adobe XD, Wireframing, Prototyping, User Testing",9,UX Designer
M.Sc,Data Science,6.9,85.1,94.4,"TensorFlow, Data Analysis, Pandas, Statistics, NLP, Scikit-Learn",8,Data Scientist
BBA,Finance,6.39,94.6,82.0,"Power BI, Tableau, Data Visualization",3,Business Analyst
MBA,Marketing,6.5,66.9,87.8,"SEO, Google Analytics, Content Strategy, Social Media",14,Marketing Specialist
B.Tech,Artificial Intelligence,8.78,83.9,68.9,"NumPy, Deep Learning, Statistics, Python, Pandas, Machine Learning, SQL",1,Data Scientist
MCA,Computer Science,9.19,89.7,97.7,"Jenkins, Kubernetes, CI/CD, Linux, AWS, Docker, Terraform",3,DevOps Engineer
M.Tech,Information Technology,9.54,93.4,84.4,"SQL, FastAPI, Node.js, Docker, PostgreSQL, REST APIs",1,Backend Developer
Diploma,CS,8.44,88.2,77.6,"User Testing, Adobe XD, Figma, Design Systems, Prototyping",4,UX Designer
M.Com,Accounting,7.25,84.8,66.1,"Advanced Excel, Auditing, Accounting, Tally, Finance, GST",6,Accountant
BCA,Information Technology,8.78,66.1,89.9,"Java, C++, System Design, Git, Data Structures, Go, C#",3,Software Engineer
BA,Information Technology,9.04,96.6,74.0,"UI/UX, Prototyping, Adobe XD, User Testing, Wireframing",12,UX Designer
MCA,Computer Science,7.88,72.1,67.4,"Go, Algorithms, C++, Data Structures, Java, System Design, Python",15,Software Engineer
MBA,Human Resources,6.18,75.3,94.7,"Recruiting, Onboarding, Talent Acquisition, Communication, Employee Relations",15,HR Manager
M.Tech,Computer Science,9.33,84.9,73.1,"Deep Learning, NLP, Machine Learning, NumPy, Pandas, Python, Scikit-Learn",2,Data Scientist
B.Tech,CS,7.21,67.5,67.0,"Wireframing, Design Systems, User Testing, Adobe XD, Figma, Prototyping, UI/UX",7,UX Designer
MBA,Accounting,6.3,91.0,68.3,"Finance, Accounting, Tally, GST, Advanced Excel, Auditing",15,Accountant
M.Tech,Computer Science,9.1,97.9,75.0,"C#, C++, Algorithms, System Design",11,Software Engineer
M.Tech,Computer Science,7.75,85.9,75.5,"NLP, Machine Learning, Pandas, NumPy, Python, Statistics, TensorFlow",15,Data Scientist
BCA,Information Technology,6.71,67.4,83.3,"Go, Data Structures, Git, Python, C#, System Design",1,Software Engineer
M.Sc,Artificial Intelligence,6.45,74.4,66.6,"Machine Learning, Deep Learning, NLP, Pandas, TensorFlow, NumPy, Scikit-Learn",11,Data Scientist
B.Sc,Information Technology,9.67,71.1,67.2,"Wireframing, Figma, Prototyping, User Testing",8,UX Designer
MCA,Information Technology,9.4,65.1,85.9,"Kubernetes, Docker, CI/CD, Jenkins",8,DevOps Engineer
M.Tech,AI,7.93,97.4,84.7,"Rust, Algorithms, Data Structures, Python, System Design, Go, C#",1,Software Engineer
B.Tech,Design,8.96,74.8,69.8,"Angular, TypeScript, React, JavaScript, Tailwind, CSS, Vue, Next.js",2,Frontend Developer
MBA,Economics,7.37,77.1,73.5,"Google Analytics, Copywriting, Content Strategy, Digital Marketing",8,Marketing Specialist
B.Tech,Data Science,9.75,77.5,86.4,"NLP, Pandas, Machine Learning, SQL, Python",6,Data Scientist
BBA,Business Administration,8.06,66.9,74.0,"Product Strategy, Market Research, Roadmapping, Stakeholder Management, Jira, Agile, Scrum",12,Product Manager
M.Tech,Computer Science,6.46,93.7,86.8,"C#, Java, Git, Python, C++, Data Structures, Go",4,Software Engineer
B.Tech,Business Administration,6.05,74.2,75.8,"Agile, Product Strategy, Stakeholder Management, Scrum",2,Product Manager
MBA,Business Administration,6.35,89.0,83.3,"Communication, Onboarding, Recruiting, Talent Acquisition, Employee Relations",10,HR Manager
BCA,Information Technology,8.53,92.3,96.2,"C++, Python, Data Structures",5,Software Engineer
B.Tech,Information Technology,9.51,65.3,95.7,"UI/UX, Adobe XD, User Testing, Design Systems",4,UX Designer
MCA,Information Technology,9.24,65.8,74.9,"Java, Git, Python, Rust, C++, Algorithms, System Design",5,Software Engineer
BCA,Information Technology,8.9,90.1,68.2,"Angular, JavaScript, TypeScript",10,Frontend Developer
MCA,Information Technology,6.32,81.8,83.3,"CI/CD, Jenkins, Kubernetes, Docker, Linux, AWS, Terraform",4,DevOps Engineer
M.Sc,Data Science,8.12,90.5,87.0,"Statistics, TensorFlow, Python, SQL, NLP",1,Data Scientist
Diploma,Information Technology,7.21,76.0,75.7,"Design Systems, Adobe XD, Prototyping, Figma",5,UX Designer
BA,Communications,8.29,79.2,86.0,"Digital Marketing, SEO, Copywriting, Social Media, Google Analytics, Content Strategy",11,Marketing Specialist
MCA,Computer Science,7.48,78.9,72.9,"Linux, Jenkins, CI/CD, AWS, Docker, Terraform, Kubernetes",13,DevOps Engineer
MCA,Information Technology,6.55,78.7,95.6,"AWS, CI/CD, Kubernetes",11,DevOps Engineer
MBA,Business Administration,8.41,81.9,71.4,"Communication, Recruiting, Talent Acquisition, Employee Relations, Onboarding",7,HR Manager
MBA,Accounting,8.94,81.5,95.0,"Finance, Advanced Excel, GST, Tally, Auditing, Accounting",13,Accountant
PhD,Artificial Intelligence,8.91,74.0,80.0,"Data Analysis, SQL, NLP, Pandas, Machine Learning, Deep Learning, TensorFlow, Python",2,Data Scientist
B.Tech,Electronics,8.03,75.4,74.3,"Kubernetes, Docker, CI/CD, AWS, Terraform",9,DevOps Engineer
M.Sc,Data Science,7.4,67.0,97.9,"NumPy, Deep Learning, Python, Data Analysis, Statistics, Machine Learning",3,Data Scientist
BA,CS,9.54,93.0,75.6,"Adobe XD, User Testing, Wireframing, Design Systems, Figma",8,UX Designer
B.Tech,Marketing,8.3,77.9,94.9,"Roadmapping, Scrum, Stakeholder Management, Agile",11,Product Manager
MBA,Accounting,9.15,65.9,67.9,"Tally, Accounting, Advanced Excel, Auditing, Finance, GST",9,Accountant
MBA,Marketing,9.26,92.5,78.1,"Agile, Product Strategy, Stakeholder Management, Market Research, Jira, Roadmapping, Scrum",14,Product Manager
