degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
MBA,Marketing,6.95,70.2,97.8,"Content Strategy, Digital Marketing, SEO, Google Analytics, Copywriting, Social Media",14,Marketing Specialist
BBA,Information Technology,6.37,89.3,65.7,"Excel, Power BI, Process Improvement, SQL, Data Visualization",6,Business Analyst
BCA,Design,6.77,92.3,73.8,"React, Angular, HTML",7,Frontend Developer
BCA,Computer Science,8.64,61.9,81.8,"Django, MongoDB, FastAPI, SQL",3,Backend Developer
Diploma,Design,9.07,74.3,75.2,"React, Tailwind, Angular, JavaScript",0,Frontend Developer
B.Sc,Business,8.96,76.5,93.3,"Research, Data Analysis, Market Research, SPSS, Excel, Report Writing",4,Research Analyst
M.Tech,Mechanical Engineering,8.51,78.0,70.2,"Manufacturing, AutoCAD, CAD/CAM, Ansys, Thermodynamics",8,Mechanical Engineer
BBA,Human Resources,8.02,91.6,76.3,"Employee Relations, Communication, Onboarding, Talent Acquisition, Recruiting",8,HR Manager
MBA,Business Administration,6.36,72.7,61.8,"Jira, Agile, Roadmapping, Stakeholder Management, Scrum",7,Product Manager
MBA,Business Administration,8.34,80.4,83.8,"Stakeholder Management, Market Research, Agile, Roadmapping, Jira, Scrum, Product Strategy",3,Product Manager
B.Tech,Construction Management,8.17,70.6,61.3,"Project Management, Cost Estimation, Contract Management, MS Project",6,Construction Manager
MA,Economics,6.51,64.9,93.6,"Stata, Econometrics, Economic Research, Statistics, Data Analysis, R, SAS",7,Economist
B.Tech,Maths,8.44,60.6,77.0,"Excel, Python, Statistics, Power BI, Data Visualization, SQL, Tableau",2,Data Analyst
MBA,Human Resources,9.73,92.8,83.1,"Talent Acquisition, Onboarding, Employee Relations, Recruiting, Communication",5,HR Manager
BBA,Business Administration,8.07,96.2,93.0,"Onboarding, Communication, Talent Acquisition, Recruiting",11,HR Manager
BA,Business Administration,6.69,96.0,67.5,"Communication, Onboarding, Employee Relations, Talent Acquisition, Recruiting",6,HR Manager
B.Com,Education,8.73,73.3,77.9,"Curriculum Development, Mentoring, Lesson Planning, Communication, Public Speaking",5,Teaching Professional
B.Com,Information Technology,7.28,90.1,75.8,"Tableau, Excel, Process Improvement, SQL, Data Visualization",10,Business Analyst
B.Com,Mathematics,7.44,84.6,66.4,"Excel, Python, Data Visualization, Power BI",5,Data Analyst
B.Tech,Civil Engineering,7.44,79.6,75.9,"Contract Management, MS Project, Cost Estimation, Project Management, Primavera P6",5,Construction Manager
BA,Design,6.38,92.8,79.6,"Adobe XD, Wireframing, User Testing, Design Systems, Prototyping",4,UX Designer
M.Sc,History,8.47,88.1,67.1,"Public Speaking, Mentoring, Lesson Planning, Communication, Curriculum Development",15,Teaching Professional
B.Tech,CS,9.62,76.1,83.2,"Adobe XD, User Testing, Design Systems, Wireframing, UI/UX, Figma, Prototyping",12,UX Designer
BA,CS,7.73,93.4,68.5,"User Testing, Wireframing, Adobe XD, Prototyping, UI/UX, Figma",4,UX Designer
B.Tech,Information Technology,7.09,79.8,89.2,"Figma, User Testing, UI/UX, Prototyping",2,UX Designer
BBA,Economics,6.04,75.3,64.9,"Digital Marketing, Copywriting, Google Analytics",6,Marketing Specialist
M.Tech,Civil Engineering,8.82,75.0,85.0,"Surveying, STAAD Pro, AutoCAD, Project Management, Estimation, Construction Materials",15,Civil Engineer
B.Tech,Computer Science,9.36,85.2,93.0,"Roadmapping, Market Research, Agile, Product Strategy, Jira, Stakeholder Management, Scrum",12,Product Manager
B.Com,Economics,6.99,75.5,97.8,"Market Research, Report Writing, SPSS",5,Research Analyst
PhD,Data Science,7.54,91.7,71.5,"Deep Learning, NLP, Data Analysis, Pandas",7,Data Scientist
M.Sc,Economics,9.4,83.9,93.0,"Data Analysis, R, Economic Research, Statistics, Stata",13,Economist
B.Tech,Structural Engineering,9.12,65.9,63.7,"Steel Design, AutoCAD, STAAD Pro",8,Structural Engineer
B.Com,Accounting,9.52,71.6,86.5,"Valuation, Data Analysis, Accounting, Bloomberg, Excel, Financial Modeling",5,Financial Analyst
M.Tech,Structural Engineering,6.54,75.0,72.9,"Structural Analysis, Steel Design, ETABS, AutoCAD, STAAD Pro",10,Structural Engineer
B.Tech,Civil,9.57,94.8,67.9,"STAAD Pro, Structural Analysis, ETABS, AutoCAD, Steel Design",5,Structural Engineer
B.Sc,Mathematics,8.06,61.6,70.5,"Report Writing, Data Analysis, Excel",7,Research Analyst
BA,Information Technology,8.52,78.2,68.1,"Design Systems, Prototyping, UI/UX, User Testing",2,UX Designer
B.Tech,Computer Science,8.59,72.2,94.8,"Data Structures, Git, Python, Rust, Algorithms, System Design, C++, Java",1,Software Engineer
Diploma,Construction,7.72,94.8,82.9,"AutoCAD, Site Management, Health & Safety, Quality Control, Surveying",11,Site Engineer
M.Tech,Mechanical Engineering,8.59,89.8,97.6,"Thermodynamics, Manufacturing, CAD/CAM, Ansys, SolidWorks, AutoCAD",9,Mechanical Engineer
B.Com,Commerce,7.81,84.1,67.7,"GST, Accounting, Advanced Excel, Taxation, Finance, Tally, Auditing",3,Accountant
PhD,Maths,6.25,75.3,75.4,"Lesson Planning, Public Speaking, Curriculum Development, Mentoring, Communication",8,Teaching Professional
Diploma,Civil Engineering,9.65,85.9,60.7,"Estimation, Project Management, STAAD Pro, AutoCAD",8,Civil Engineer
BA,English,6.89,83.7,61.2,"Mentoring, Public Speaking, Communication, Curriculum Development, Lesson Planning",10,Teaching Professional
MBA,Computer Science,8.44,66.6,68.2,"Agile, Market Research, Roadmapping, Jira, Stakeholder Management, Product Strategy",12,Product Manager
BBA,Finance,9.56,66.8,74.8,"Valuation, Bloomberg, Financial Modeling, Excel, Data Analysis",6,Financial Analyst
B.Tech,Civil Engineering,8.74,96.6,70.7,"STAAD Pro, Estimation, Surveying, AutoCAD, Project Management",7,Civil Engineer
MBA,Finance,6.63,83.7,79.0,"GST, Finance, Taxation, Auditing, Advanced Excel, Tally, Accounting",4,Accountant
B.Tech,Computer Science,8.44,88.1,80.3,"Node.js, MongoDB, PostgreSQL, Java",0,Backend Developer
B.Tech,Mechanical,9.35,86.9,79.1,"AutoCAD, CAD/CAM, SolidWorks",3,Mechanical Engineer
B.Tech,Civil Engineering,8.43,89.3,76.8,"Surveying, STAAD Pro, Construction Materials, AutoCAD, Estimation, Project Management",11,Civil Engineer
B.Sc,English,6.29,93.5,66.2,"Mentoring, Lesson Planning, Public Speaking, Curriculum Development, Communication",4,Teaching Professional
BCA,Computer Science,9.68,84.2,93.4,"Algorithms, C#, System Design, Rust",11,Software Engineer
MA,Statistics,7.6,64.8,75.3,"Data Analysis, Report Writing, Excel",8,Research Analyst
B.Tech,Civil,6.51,82.5,89.1,"Site Management, Surveying, AutoCAD, Quality Control, Health & Safety",7,Site Engineer
B.Tech,Design,8.77,73.7,89.1,"Wireframing, Adobe XD, Design Systems, Prototyping, Figma, UI/UX, User Testing",4,UX Designer
M.Tech,Civil,8.88,65.3,76.7,"Estimation, Construction Materials, Project Management, AutoCAD, STAAD Pro",12,Civil Engineer
Diploma,Computer Science,6.8,88.6,85.1,"CSS, Tailwind, Angular, Vue, Next.js, TypeScript",1,Frontend Developer
BCA,Information Technology,9.12,88.8,92.0,"Rust, Data Structures, Java, Git, C#, Go, Algorithms, C++",1,Software Engineer
M.Sc,Computer Science,9.61,74.1,89.0,"NumPy, Data Analysis, Statistics",3,Data Scientist
BCA,Design,8.45,74.3,87.3,"Tailwind, CSS, TypeScript, Angular, JavaScript, Next.js, Vue, HTML",11,Frontend Developer
B.Tech,Computer Science,7.25,94.0,96.3,"Java, C#, Go",4,Software Engineer
M.Sc,Artificial Intelligence,9.03,81.5,61.6,"SQL, Machine Learning, NLP, NumPy, Scikit-Learn, Data Analysis, Pandas, Python",7,Data Scientist
BCA,Design,6.92,90.3,62.3,"Vue, Angular, React, TypeScript, Next.js, Tailwind, HTML",4,Frontend Developer
BA,Marketing,7.91,89.3,75.8,"Google Analytics, SEO, Copywriting, Social Media, Digital Marketing, Content Strategy",3,Marketing Specialist
B.Tech,Mechanical Engineering,9.8,92.5,69.2,"Thermodynamics, Ansys, Manufacturing, CAD/CAM, SolidWorks, AutoCAD",12,Mechanical Engineer
MBA,Construction Management,9.35,73.5,67.4,"Project Management, Primavera P6, Cost Estimation, MS Project, Contract Management",2,Construction Manager
MBA,Business Administration,9.77,64.5,70.7,"Onboarding, Talent Acquisition, Communication, Recruiting",5,HR Manager
B.Com,Communications,8.43,73.1,93.3,"Google Analytics, Digital Marketing, SEO, Copywriting, Social Media",7,Marketing Specialist
MBA,Information Technology,7.83,63.9,68.4,"Process Improvement, Market Research, SQL, Power BI, Data Visualization, Tableau",8,Business Analyst
B.Com,Finance,8.88,71.5,90.5,"Advanced Excel, Auditing, Taxation, Finance, GST, Accounting, Tally",9,Accountant
M.Tech,Mechanical,7.13,80.3,60.3,"AutoCAD, Ansys, Thermodynamics, Manufacturing",6,Mechanical Engineer
M.Tech,AI,6.32,95.4,74.8,"C++, Algorithms, C#",4,Software Engineer
MBA,Finance,8.49,69.2,94.8,"Data Visualization, Process Improvement, Power BI, Excel, Tableau",5,Business Analyst
BCA,Information Technology,7.09,78.5,68.5,"Django, REST APIs, Node.js, FastAPI, Java, PostgreSQL, Python",2,Backend Developer
MBA,Finance,7.69,92.3,82.6,"Tally, GST, Accounting",6,Accountant
B.Tech,Design,7.99,89.1,64.3,"Tailwind, TypeScript, React, JavaScript, Angular, Next.js",2,Frontend Developer
B.Tech,Civil Engineering,9.02,76.5,77.9,"MS Project, Project Management, Contract Management, Primavera P6, Cost Estimation",11,Construction Manager
MBA,Civil,7.09,66.2,67.3,"Project Management, Contract Management, MS Project, Cost Estimation",4,Construction Manager
BA,Economics,7.38,72.1,62.8,"Econometrics, R, Economic Research, Statistics, Data Analysis, SAS",12,Economist
B.Tech,Construction Management,6.36,80.7,84.7,"Contract Management, MS Project, Primavera P6, Project Management",4,Construction Manager
BA,Physics,8.01,77.0,88.5,"Public Speaking, Curriculum Development, Lesson Planning, Communication, Mentoring",4,Teaching Professional
MCA,Artificial Intelligence,8.68,62.4,75.5,"Machine Learning, Data Analysis, NumPy, SQL, Statistics, Scikit-Learn, NLP",8,Data Scientist
B.Tech,Mechanical Engineering,6.64,60.3,60.5,"Ansys, Thermodynamics, Manufacturing, SolidWorks, AutoCAD, CAD/CAM",6,Mechanical Engineer
MBA,Accounting,7.38,90.4,64.5,"Valuation, Bloomberg, Data Analysis",5,Financial Analyst
MCA,AI,7.13,64.1,62.4,"Rust, System Design, C++, Java, Algorithms, C#, Data Structures",11,Software Engineer
BBA,Economics,6.72,85.0,82.4,"Copywriting, SEO, Google Analytics, Content Strategy",10,Marketing Specialist
B.Com,Mathematics,8.65,85.6,84.3,"SPSS, Research, Excel",9,Research Analyst
M.Tech,Information Technology,9.11,64.7,67.7,"CI/CD, Linux, Jenkins, AWS, Terraform, Docker, Kubernetes",13,DevOps Engineer
BCA,Computer Science,9.59,76.2,76.5,"REST APIs, Java, Docker, SQL, Django",1,Backend Developer
B.Tech,Mechanical,6.49,93.3,67.9,"SolidWorks, CAD/CAM, Thermodynamics, Manufacturing, AutoCAD, Ansys",0,Mechanical Engineer
Diploma,Civil,7.08,90.3,86.0,"Health & Safety, AutoCAD, Surveying",0,Site Engineer
B.Tech,Civil,8.58,85.0,61.5,"Contract Management, MS Project, Cost Estimation",1,Construction Manager
MBA,Computer Science,7.88,80.2,74.6,"Scrum, Market Research, Roadmapping, Product Strategy, Stakeholder Management, Agile",14,Product Manager
BA,Economics,9.77,87.9,77.8,"Econometrics, R, SAS",7,Economist
B.Sc,Economics,8.65,83.6,61.2,"Econometrics, Stata, Statistics, Economic Research, Data Analysis, SAS",3,Economist
Diploma,Construction,6.4,62.9,62.4,"Quality Control, Site Management, AutoCAD, Health & Safety, Surveying",7,Site Engineer
B.Tech,Information Technology,9.29,78.6,69.5,"Java, Node.js, Django, FastAPI, PostgreSQL",2,Backend Developer
M.Tech,Computer Science,6.88,85.3,79.0,"REST APIs, Django, FastAPI, GraphQL, Python, Docker, PostgreSQL, Node.js",8,Backend Developer
MBA,Commerce,7.19,82.9,68.2,"Accounting, Auditing, Finance, Taxation, Advanced Excel, Tally, GST",3,Accountant
MBA,Economics,7.06,84.5,85.2,"Data Analysis, Accounting, Financial Modeling, Bloomberg, Valuation, Excel",4,Financial Analyst
Diploma,Civil,6.06,61.3,65.1,"Surveying, Health & Safety, AutoCAD, Site Management",0,Site Engineer
B.Tech,Civil,9.39,78.6,83.5,"AutoCAD, Steel Design, Structural Analysis, STAAD Pro",0,Structural Engineer
M.Com,Economics,7.49,63.0,88.4,"Financial Modeling, Excel, Bloomberg, Valuation",9,Financial Analyst
B.Tech,Civil,9.62,68.2,89.7,"AutoCAD, Steel Design, STAAD Pro, Structural Analysis, ETABS",12,Structural Engineer
BA,English,6.46,82.9,68.4,"Curriculum Development, Lesson Planning, Public Speaking",7,Teaching Professional
MCA,Information Technology,9.42,90.6,90.5,"Algorithms, Python, C#, Rust, C++",7,Software Engineer
B.Tech,Computer Science,8.03,73.9,74.6,"Product Strategy, Stakeholder Management, Market Research, Roadmapping, Scrum, Agile, Jira",9,Product Manager
MBA,Computer Science,8.31,93.4,84.5,"Agile, Roadmapping, Stakeholder Management, Product Strategy",5,Product Manager
B.Tech,Mechanical,9.11,76.1,75.8,"Ansys, SolidWorks, CAD/CAM",9,Mechanical Engineer
B.Com,Accounting,7.62,74.9,90.3,"Tally, GST, Finance, Advanced Excel, Taxation, Accounting, Auditing",9,Accountant
Diploma,Design,6.85,91.4,65.3,"Angular, CSS, HTML",5,Frontend Developer
B.Tech,Mathematics,6.5,86.7,60.6,"Excel, SQL, Statistics, Data Visualization, Tableau",1,Data Analyst
MA,Statistics,8.95,65.9,69.4,"Excel, Research, Data Analysis",9,Research Analyst
M.Tech,Mechanical,8.53,68.6,68.4,"Manufacturing, SolidWorks, CAD/CAM, AutoCAD, Ansys",11,Mechanical Engineer
MBA,Business Administration,8.6,62.6,93.9,"Stakeholder Management, Product Strategy, Jira, Market Research, Roadmapping",15,Product Manager
B.Com,Physics,6.55,68.8,73.9,"Curriculum Development, Communication, Lesson Planning, Mentoring, Public Speaking",10,Teaching Professional
Diploma,Computer Science,6.22,60.2,77.5,"Next.js, HTML, React, Vue, TypeScript",4,Frontend Developer
B.Com,Economics,6.37,61.5,65.8,"Excel, Valuation, Accounting, Data Analysis, Financial Modeling",1,Financial Analyst
Diploma,Design,9.09,80.8,75.8,"Design Systems, Wireframing, User Testing",8,UX Designer
MBA,Finance,6.89,74.5,71.2,"Market Research, SQL, Power BI, Excel, Data Visualization, Tableau, Process Improvement",7,Business Analyst
Diploma,Computer Science,8.07,70.2,80.7,"Angular, Tailwind, CSS, TypeScript, HTML",0,Frontend Developer
MCA,Information Technology,9.78,61.7,88.1,"REST APIs, FastAPI, Node.js",8,Backend Developer
M.Sc,Economics,6.44,79.6,88.6,"Statistics, Stata, Econometrics, SAS, R, Economic Research, Data Analysis",4,Economist
PhD,Data Science,7.85,68.1,75.2,"SQL, Data Analysis, Deep Learning",3,Data Scientist
MBA,Business Administration,6.17,83.2,96.9,"Scrum, Agile, Roadmapping, Jira, Market Research",2,Product Manager
M.Tech,Civil Engineering,6.85,75.8,60.3,"Estimation, Surveying, STAAD Pro, Construction Materials",10,Civil Engineer
M.Tech,Electronics,9.63,62.6,64.1,"Kubernetes, Linux, AWS, CI/CD, Terraform, Docker",13,DevOps Engineer
B.Tech,Information Technology,9.64,88.6,93.0,"Design Systems, Wireframing, Prototyping, Adobe XD",2,UX Designer
M.Sc,Business,7.59,69.7,81.7,"Research, Market Research, Data Analysis, SPSS, Report Writing, Excel",8,Research Analyst
B.Com,Finance,8.7,91.2,73.4,"Valuation, Accounting, Excel, Financial Modeling, Bloomberg",12,Financial Analyst
B.Com,Business,9.22,70.0,64.0,"Market Research, Report Writing, Research",2,Research Analyst
B.Sc,Computer Science,6.92,83.5,70.9,"Power BI, Excel, SQL, Statistics, Tableau, Python",4,Data Analyst
MCA,Computer Science,7.21,69.8,64.4,"CI/CD, Docker, Jenkins, AWS, Kubernetes",9,DevOps Engineer
M.Sc,Economics,7.3,85.0,83.2,"Data Analysis, Report Writing, Excel, Market Research, SPSS, Research",8,Research Analyst
B.Tech,Marketing,9.72,81.0,60.2,"Product Strategy, Stakeholder Management, Jira, Agile, Market Research, Roadmapping, Scrum",9,Product Manager
BCA,Mathematics,9.05,65.6,92.6,"Data Visualization, Power BI, SQL",3,Data Analyst
BA,Business Administration,7.56,66.0,75.7,"Recruiting, Employee Relations, Talent Acquisition",11,HR Manager
B.Tech,Information Technology,6.52,74.3,95.8,"PostgreSQL, Python, Django, SQL",10,Backend Developer
MBA,Civil Engineering,8.06,79.2,95.9,"MS Project, Project Management, Cost Estimation, Primavera P6, Contract Management",2,Construction Manager
MCA,Information Technology,7.11,74.6,84.2,"Docker, MongoDB, Java, PostgreSQL, Node.js, Django",14,Backend Developer
B.Sc,Design,8.9,67.5,83.4,"Wireframing, Adobe XD, Prototyping, Design Systems, Figma, User Testing",4,UX Designer
Diploma,Civil,6.7,75.2,65.4,"Surveying, Construction Materials, Estimation, Project Management, AutoCAD, STAAD Pro",12,Civil Engineer
Diploma,Civil,8.56,69.0,72.4,"AutoCAD, Health & Safety, Site Management",10,Site Engineer
B.Sc,Information Technology,7.82,66.4,92.4,"Wireframing, UI/UX, Design Systems, User Testing, Adobe XD",10,UX Designer
BBA,Accounting,6.16,95.3,95.0,"Data Analysis, Valuation, Accounting, Excel, Bloomberg, Financial Modeling",3,Financial Analyst
B.Tech,Construction,8.5,93.5,63.3,"AutoCAD, Surveying, Quality Control, Site Management, Health & Safety",5,Site Engineer
BCA,Computer Science,9.19,77.4,95.7,"SQL, Data Visualization, Power BI, Excel, Tableau",10,Data Analyst
B.Tech,Computer Science,9.66,71.2,66.7,"Algorithms, Python, Git, System Design, C++, C#, Data Structures, Rust",10,Software Engineer
BCA,Maths,6.93,95.3,74.3,"Excel, SQL, Power BI, Python, Tableau, Data Visualization, Statistics",2,Data Analyst
B.Tech,Computer Science,7.76,76.7,77.7,"Django, REST APIs, MongoDB, Java, SQL",5,Backend Developer
M.Sc,Maths,7.12,92.6,78.0,"Lesson Planning, Mentoring, Public Speaking, Communication, Curriculum Development",3,Teaching Professional
MA,Statistics,8.16,94.0,74.8,"Report Writing, SPSS, Research, Market Research, Data Analysis, Excel",4,Research Analyst
MBA,Economics,6.66,71.7,97.6,"Content Strategy, Digital Marketing, Google Analytics, Social Media",9,Marketing Specialist
B.Sc,English,7.91,62.8,87.6,"Curriculum Development, Lesson Planning, Mentoring, Communication, Public Speaking",12,Teaching Professional
B.Com,Marketing,6.53,97.7,71.2,"Content Strategy, SEO, Google Analytics, Digital Marketing, Social Media, Copywriting",9,Marketing Specialist
BBA,Accounting,7.5,82.0,97.5,"Data Analysis, Accounting, Valuation",11,Financial Analyst
M.Tech,Computer Science,9.51,83.3,96.5,"MongoDB, Python, Node.js, FastAPI, REST APIs, Docker, Java, PostgreSQL",13,Backend Developer
M.Tech,Civil,6.31,64.2,89.7,"ETABS, AutoCAD, STAAD Pro, Steel Design",2,Structural Engineer
Diploma,Information Technology,6.51,80.1,69.3,"Prototyping, Wireframing, Adobe XD, User Testing, Design Systems, UI/UX",11,UX Designer
MCA,Artificial Intelligence,9.16,69.8,91.3,"Deep Learning, Data Analysis, SQL, NumPy, NLP, Pandas, Statistics, Scikit-Learn",13,Data Scientist
MBA,Marketing,7.73,93.3,90.8,"Agile, Market Research, Jira, Scrum, Roadmapping, Product Strategy, Stakeholder Management",9,Product Manager
